Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
SBSTC-ASANSOL - KARUNAMOYEE - A/C - 06:10 (BEL DEPOT) - 1514,AC Seater (2+2),07:30,11:30,04h 00m,INR 300,15 Seats available,"3.1
43",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KOLKATA - L/S - 06:20 (ASANSOL DEPOT) - 142,Non AC Seater (2+3),07:30,11:00,03h 30m,INR 150,44 Seats available,"3.9
33",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-DURGAPUR - KOLKATA - 08:00 (DGP DEPOT) - 128,Non AC Seater (2+3),08:00,11:30,03h 30m,INR 150,49 Seats available,"3.4
50",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KARUNAMOYEE - A/C - 06:45 (ASN DEPOT) - 1131,AC Seater (2+2),08:00,12:00,04h 00m,INR 300,19 Seats available,"3.9
136",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-CHITTARANJAN - HALDIA - VIA - KOLKATA - 05:40 - 199,Non AC Seater (2+3),08:20,13:30,05h 10m,INR 150,52 Seats available,"2.9
13",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-PURULIA-KOLKATA -04:45 (VIA BNK) L/S - 220,Non AC Seater (2+3),08:30,12:00,03h 30m,INR 150,50 Seats available,"2.0
13",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KARUNAMOYEE - 07:35 (ASN DEPOT) - 152,Non AC Seater (2+3),08:45,12:45,04h 00m,INR 155,40 Seats available,"2.5
48",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-BANKURA - KOLKATA - 07:05 (BNK DEPOT) - 223,Non AC Seater (2+3),08:50,12:20,03h 30m,INR 150,50 Seats available,"3.1
7",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KOLKATA - 07:50 (ASANSOL DEPOT) - 144,Non AC Seater (2+3),09:00,12:30,03h 30m,INR 150,52 Seats available,"3.6
23",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - HALDIA - VIA - KOLKATA - 08:05 (HLD DEPO - 744,Non AC Seater (2+3),09:15,14:45,05h 30m,INR 150,52 Seats available,3.5,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-BANKURA - KARUNAMOYEE - 07:30 (BNK DEPOT) - 237,Non AC Seater (2+3),09:20,13:20,04h 00m,INR 155,43 Seats available,"4.2
60",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-DURGAPUR - KOLKATA - 09:30 (DGP DEPOT) - 129,Non AC Seater (2+3),09:30,13:00,03h 30m,INR 150,52 Seats available,"3.3
24",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-PURULIA-KOLKATA -06:10 (VIA ASN) PRL DEPOT - 200,Non AC Seater (2+3),09:45,13:15,03h 30m,INR 150,50 Seats available,3.5,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KARUNAMOYEE - 08:35 (ASN DEPOT) - 153,Non AC Seater (2+3),09:55,13:55,04h 00m,INR 155,50 Seats available,"3.7
60",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - BELDA - VIA - KOLKATA - 08:50 (ASN DEPOT - 3989,Non AC Seater (2+3),10:00,16:00,06h 00m,INR 150,52 Seats available,3.5,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-PURULIA - KOLKATA - VIA - BNK - 06:30 (HWH DEPOT) - 834,Non AC Seater (2+3),10:20,13:50,03h 30m,INR 150,52 Seats available,"4.4
10",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - BONGAON - VIA - HABRA - 09:25 (ASN DEPOT - 1350,Non AC Seater (2+3),10:35,14:05,03h 30m,INR 155,51 Seats available,"4.3
6",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-JHALDA - KARUNAMOYEE - VIA - PRL/ASN - 05:00 - 1089,Non AC Seater (2+3),10:45,14:45,04h 00m,INR 155,50 Seats available,"4.2
30",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-BAGMUNDI - KOLKATA - 05:00 (BEL DEPOT) - 764,Non AC Seater (2+3),10:50,14:20,03h 30m,INR 150,52 Seats available,"2.5
6",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-PURULIA - KOLKATA - 07:15 - (VIA ASN) (HWH DEPO - 2763,Non AC Seater (2+3),11:05,14:35,03h 30m,INR 150,52 Seats available,"3.8
7",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KOLKATA - 10:00 (ASANSOL DEPOT) - 147,Non AC Seater (2+3),11:20,14:50,03h 30m,INR 150,52 Seats available,"2.8
16",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-DURGAPUR - KARUNAMOYEE - 11:45 (DGP DEPOT) - 139,Non AC Seater (2+3),11:45,15:45,04h 00m,INR 155,50 Seats available,"3.7
80",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-DURGAPUR - KOLKATA - 12:00 (DGP DEPOT) - 131,Non AC Seater (2+3),12:00,15:30,03h 30m,INR 150,52 Seats available,"3.9
42",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-BANKURA - KARUNAMOYEE - 10:15 (BNK DEPOT) - 820,Non AC Seater (2+3),12:15,16:15,04h 00m,INR 155,44 Seats available,"4.0
47",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KOLKATA - L/S - 11:10 (ASANSOL DEPOT) - 149,Non AC Seater (2+3),12:20,15:50,03h 30m,INR 150,52 Seats available,"2.3
7",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KOLKATA - 11:30 (HOWRAH DEPOT) - 747,Non AC Seater (2+3),12:40,16:10,03h 30m,INR 150,52 Seats available,"4.6
18",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KARUNAMOYEE - 11:35 (BEL DEPOT) - 213,Non AC Seater (2+3),12:45,16:45,04h 00m,INR 155,50 Seats available,"3.7
67",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-DURGAPUR - KOLKATA - 13:00 (DGP DEPOT) - 226,Non AC Seater (2+3),13:00,16:30,03h 30m,INR 150,52 Seats available,"3.2
55",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KARUNAMOYEE - 12:20 (BEL DEPOT) - 214,Non AC Seater (2+3),13:30,17:30,04h 00m,INR 155,51 Seats available,"3.7
106",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-PURULIA - KOLKATA - VIA - ASN - 09:15 (PRL DEPOT) - 204,Non AC Seater (2+3),13:30,17:00,03h 30m,INR 150,52 Seats available,"3.2
12",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KOLKATA - L/S - 12:35 (HOWRAH DEPOT) - 205,Non AC Seater (2+3),13:40,17:10,03h 30m,INR 150,52 Seats available,"3.3
24",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-BANKURA - KARUNAMOYEE - 12:00 (BNK DEPOT) - 857,Non AC Seater (2+3),13:50,17:50,04h 00m,INR 155,42 Seats available,"3.6
84",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-DURGAPUR - HABRA - VIA - DUNLOP - 14:05 (DGP DEPOT - 243,Non AC Seater (2+3),14:05,17:35,03h 30m,INR 155,51 Seats available,"3.7
17",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KOLKATA - 13:05 (ASANSOL DEPOT) - 141,Non AC Seater (2+3),14:15,17:45,03h 30m,INR 150,51 Seats available,"3.3
54",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KARUNAMOYEE - VOLVO - 13:25 (BEL DEPOT) - 3956,Volvo AC Seater (2+2),14:30,18:45,04h 15m,INR 360,43 Seats available,"3.6
14",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-BANKURA - KARUNAMOYEE - 13:00 (BNK DEPOT) - 240,Non AC Seater (2+3),14:55,18:55,04h 00m,INR 155,44 Seats available,"3.6
58",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KARUNAMOYEE - 13:55 (ASANSOL DEPOT) - 394,Non AC Seater (2+3),15:05,19:05,04h 00m,INR 155,51 Seats available,"2.9
87",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-DURGAPUR - KARUNAMOYEE - A/C - 15:10 (DGP DEPOT) - 1648,AC Seater (2+2),15:10,19:10,04h 00m,INR 300,36 Seats available,"3.0
148",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KOLKATA - 14:05 (HOWRAH DEPOT) - 748,Non AC Seater (2+3),15:15,18:45,03h 30m,INR 150,51 Seats available,"3.0
53",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KOLKATA - A/C - 14:20 (HWH DEPOT) - 1149,AC Seater (2+2),15:40,19:10,03h 30m,INR 300,37 Seats available,"3.4
57",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KOLKATA - 14:35 (HOWRAH DEPOT) - 208,Non AC Seater (2+3),15:45,19:15,03h 30m,INR 150,52 Seats available,"2.3
24",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-BANKURA - KARUNAMOYEE - 14:15 (BNK DEPOT) - 241,Non AC Seater (2+3),16:00,20:00,04h 00m,INR 155,49 Seats available,"3.4
65",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KOLKATA - 15:05 (HWH DEPOT) - 210,Non AC Seater (2+3),16:15,19:45,03h 30m,INR 150,52 Seats available,"3.1
44",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KOLKATA - VOLVO - 15:05 (BEL DEPOT) - 3291,Volvo AC Seater (2+2),16:15,20:25,04h 10m,INR 360,53 Seats available,3.5,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KARUNAMOYEE - 15:10 (BEL DEPOT) - 216,Non AC Seater (2+3),16:20,20:20,04h 00m,INR 155,50 Seats available,"3.5
127",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KOLKATA - 15:35 (HOWRAH DEPOT) - 211,Non AC Seater (2+3),16:45,20:15,03h 30m,INR 150,52 Seats available,"2.2
32",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-BANKURA - KARUNAMOYEE - A/C - 15:15 - 1500,AC Seater (2+2),17:00,21:00,04h 00m,INR 300,34 Seats available,"2.0
86",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KARUNAMOYEE - 16:10 (BEL DEPOT) - 217,Non AC Seater (2+3),17:25,21:25,04h 00m,INR 155,48 Seats available,"3.2
77",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KOLKATA - 16:30 (HOWRAH DEPOT) - 752,Non AC Seater (2+3),17:40,21:10,03h 30m,INR 150,52 Seats available,"3.9
40",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-ASANSOL - KARUNAMOYEE - 16:40 (ASANSOL DEPOT) - 847,Non AC Seater (2+3),17:50,22:00,04h 10m,INR 155,52 Seats available,"3.6
75",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Royal Cruiser,Volvo A/C Seater (2+2),02:00,06:00,04h 00m,523,4 Seats available,"4.0
90",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Pammi Travels,Non A/C Seater / Sleeper (2+1),02:00,06:00,04h 00m,INR 650,10 Seats available,3.7,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Express Line (Karunamoyee),Volvo 9600 Multi Axle Semi-Sleeper (2+2),06:10,09:20,03h 10m,INR 486,1 Seat available,"4.5
180",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo B11R Multi Axle Seater (2+2),06:10,09:20,03h 10m,INR 486,4 Seats available,"4.2
135",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:15,09:30,03h 15m,INR 486,30 Seats available,"5.0
8",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),06:20,09:30,03h 10m,INR 486,7 Seats available,"4.4
371",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline,Volvo A/C Seater (2+2),06:30,09:45,03h 15m,INR 486,16 Seats available,"4.2
238",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),06:40,10:00,03h 20m,INR 486,18 Seats available,"4.4
332",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Express Line,Volvo 9600 A/C Seater (2+2),06:50,10:00,03h 10m,INR 486,11 Seats available,"4.3
283",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline (Karunamoyee),Volvo A/C Seater (2+2),07:00,10:15,03h 15m,INR 486,22 Seats available,"4.3
198",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),07:15,10:30,03h 15m,INR 486,30 Seats available,"4.0
265",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),07:30,10:45,03h 15m,INR 486,18 Seats available,"3.9
102",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline (Karunamoyee),Volvo A/C Seater (2+2),07:50,11:50,04h 00m,INR 486,15 Seats available,"4.5
207",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),08:00,11:30,03h 30m,INR 486,24 Seats available,"3.9
89",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline,Volvo 9600 Multi Axle Semi-Sleeper (2+2),08:10,11:00,02h 50m,INR 486,22 Seats available,"4.2
121",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),08:30,11:10,02h 40m,INR 486,27 Seats available,"4.0
168",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Express Line (Karunamoyee),Volvo A/C Seater (2+2),08:30,12:30,04h 00m,INR 486,31 Seats available,"4.4
108",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),08:45,12:45,04h 00m,INR 486,26 Seats available,"4.5
266",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline (Karunamoyee),Volvo A/C Seater (2+2),09:25,13:25,04h 00m,INR 486,23 Seats available,"4.4
177",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),09:30,13:30,04h 00m,INR 486,26 Seats available,"4.5
133",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),09:45,13:45,04h 00m,INR 486,30 Seats available,"4.4
162",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Express Line,Volvo A/C Seater (2+2),10:30,14:30,04h 00m,INR 486,39 Seats available,"4.6
146",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),10:55,14:55,04h 00m,INR 486,7 Seats available,"3.4
45",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),11:00,15:00,04h 00m,INR 486,21 Seats available,"3.9
109",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline,Volvo A/C Seater (2+2),11:30,15:30,04h 00m,INR 486,26 Seats available,"4.5
147",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline (Karunamoyee),Volvo A/C Seater (2+2),12:15,16:05,03h 50m,INR 486,15 Seats available,"4.5
201",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline,Volvo A/C Seater (2+2),12:20,16:10,03h 50m,INR 486,13 Seats available,4.2,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),12:30,16:30,04h 00m,INR 486,30 Seats available,"4.3
253",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),12:55,16:45,03h 50m,INR 486,26 Seats available,"4.4
261",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline (Karunamoyee),Volvo A/C Seater (2+2),13:10,17:10,04h 00m,INR 486,27 Seats available,"4.4
163",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline,Volvo A/C Seater (2+2),13:30,17:20,03h 50m,INR 486,25 Seats available,"3.9
56",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),13:45,17:45,04h 00m,INR 486,26 Seats available,"4.4
315",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),14:10,18:00,03h 50m,INR 486,18 Seats available,"3.8
214",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),14:20,18:10,03h 50m,INR 486,38 Seats available,"4.4
362",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline,Volvo A/C Seater (2+2),14:50,18:50,04h 00m,INR 486,27 Seats available,"4.1
121",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Express Line (Karunamoyee),Volvo A/C Seater (2+2),15:00,18:50,03h 50m,INR 486,41 Seats available,"3.7
12",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),15:30,19:20,03h 50m,INR 486,28 Seats available,"4.4
193",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline (Karunamoyee),Volvo A/C Seater (2+2),15:30,19:30,04h 00m,INR 486,28 Seats available,"4.1
218",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline,Volvo A/C Seater (2+2),16:00,19:50,03h 50m,INR 486,27 Seats available,"4.1
156",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),16:00,20:00,04h 00m,INR 486,35 Seats available,"4.2
368",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),16:30,20:30,04h 00m,INR 486,25 Seats available,"4.0
161",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Express Line (Karunamoyee),Volvo A/C Seater (2+2),16:30,20:25,03h 55m,INR 486,34 Seats available,"4.7
126",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),16:45,20:45,04h 00m,INR 486,36 Seats available,"4.1
275",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline,Volvo A/C Seater (2+2),17:10,21:00,03h 50m,INR 486,30 Seats available,"4.0
117",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline (Karunamoyee),Volvo A/C Seater (2+2),17:30,21:20,03h 50m,INR 486,27 Seats available,"3.9
218",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),17:50,21:35,03h 45m,INR 486,36 Seats available,"4.2
299",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),18:15,22:00,03h 45m,INR 486,29 Seats available,"3.9
116",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Express Line,Volvo A/C Seater (2+2),18:30,22:50,04h 20m,INR 486,42 Seats available,"4.4
292",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Express Line (Karunamoyee),Volvo A/C Seater (2+2),06:30,10:30,04h 00m,INR 486,30 Seats available,"2.8
4",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Pammi Travels,A/C Sleeper (2+1),03:00,06:30,03h 30m,INR 1200,14 Seats available,3.7,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SBSTC-KOLKATA - ASANSOL - L/S - 06:00 (HOWRAH DEPOT) - 264,Non AC Seater (2+3),06:00,08:00,02h 00m,INR 95,48 Seats available,"3.0
16",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
SBSTC-KARUNAMOYEE - BURDWAN - 06:30 (BWN DEPOT) - 104,Non AC Seater (2+3),06:30,08:30,02h 00m,INR 100,20 Seats available,"3.7
182",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
SBSTC-KARUNAMOYEE - BURDWAN - 07:15 (BWN DEPOT) - 105,Non AC Seater (2+3),07:15,09:15,02h 00m,INR 100,14 Seats available,"4.2
160",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
SBSTC-KOLKATA - LABPUR - VIA KIRNAHAR - 07:25 (HWH DEPOT - 1118,Non AC Seater (2+3),07:25,09:25,02h 00m,INR 95,49 Seats available,"3.4
15",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
SBSTC-KARUNAMOYEE - BURDWAN - 07:45 (BWN DEPOT) - 456,Non AC Seater (2+3),07:45,09:45,02h 00m,INR 100,26 Seats available,"4.3
132",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
SBSTC-KARUNAMOYEE - ASANSOL - VOLVO - 07:50 (BEL DEPOT) - 3957,Volvo AC Seater (2+2),07:50,09:50,02h 00m,INR 210,40 Seats available,3.6,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
